SKU,description,normalPrice,specialPrice
5629,"description for 5629",5629.09,5629.01
5630,"description for 5630",5630.09,5630.01
5631,"description for 5631",5631.09,5631.01
5632,"description for 5632",5632.09,5632.01
5633,"description for 5633",5633.09,5633.01
5634,"description for 5634",5634.09,5634.01
5635,"description for 5635",5635.09,5635.01
5636,"description for 5636",5636.09,5636.01
5637,"description for 5637",5637.09,5637.01
5638,"description for 5638",5638.09,5638.01
5639,"description for 5639",5639.09,5639.01
5640,"description for 5640",5640.09,5640.01
5641,"description for 5641",5641.09,5641.01
5642,"description for 5642",5642.09,5642.01
5643,"description for 5643",5643.09,5643.01
5644,"description for 5644",5644.09,5644.01
5645,"description for 5645",5645.09,5645.01
5646,"description for 5646",5646.09,5646.01
5647,"description for 5647",5647.09,5647.01
5648,"description for 5648",5648.09,5648.01
5649,"description for 5649",5649.09,5649.01
5650,"description for 5650",5650.09,5650.01
5651,"description for 5651",5651.09,5651.01
5652,"description for 5652",5652.09,5652.01
5653,"description for 5653",5653.09,5653.01
5654,"description for 5654",5654.09,5654.01
5655,"description for 5655",5655.09,5655.01
5656,"description for 5656",5656.09,5656.01
5657,"description for 5657",5657.09,5657.01
5658,"description for 5658",5658.09,5658.01
5659,"description for 5659",5659.09,5659.01
5660,"description for 5660",5660.09,5660.01
5661,"description for 5661",5661.09,5661.01
5662,"description for 5662",5662.09,5662.01
5663,"description for 5663",5663.09,5663.01
5664,"description for 5664",5664.09,5664.01
5665,"description for 5665",5665.09,5665.01
5666,"description for 5666",5666.09,5666.01
5667,"description for 5667",5667.09,5667.01
5668,"description for 5668",5668.09,5668.01
5669,"description for 5669",5669.09,5669.01
5670,"description for 5670",5670.09,5670.01
5671,"description for 5671",5671.09,5671.01
5672,"description for 5672",5672.09,5672.01
5673,"description for 5673",5673.09,5673.01
5674,"description for 5674",5674.09,5674.01
5675,"description for 5675",5675.09,5675.01
5676,"description for 5676",5676.09,5676.01
5677,"description for 5677",5677.09,5677.01
5678,"description for 5678",5678.09,5678.01
5679,"description for 5679",5679.09,5679.01
5680,"description for 5680",5680.09,5680.01
5681,"description for 5681",5681.09,5681.01
5682,"description for 5682",5682.09,5682.01
5683,"description for 5683",5683.09,5683.01
5684,"description for 5684",5684.09,5684.01
5685,"description for 5685",5685.09,5685.01
5686,"description for 5686",5686.09,5686.01
5687,"description for 5687",5687.09,5687.01
5688,"description for 5688",5688.09,5688.01
5689,"description for 5689",5689.09,5689.01
5690,"description for 5690",5690.09,5690.01
5691,"description for 5691",5691.09,5691.01
5692,"description for 5692",5692.09,5692.01
5693,"description for 5693",5693.09,5693.01
5694,"description for 5694",5694.09,5694.01
5695,"description for 5695",5695.09,5695.01
5696,"description for 5696",5696.09,5696.01
5697,"description for 5697",5697.09,5697.01
5698,"description for 5698",5698.09,5698.01
5699,"description for 5699",5699.09,5699.01
5700,"description for 5700",5700.09,5700.01
5701,"description for 5701",5701.09,5701.01
5702,"description for 5702",5702.09,5702.01
5703,"description for 5703",5703.09,5703.01
5704,"description for 5704",5704.09,5704.01
5705,"description for 5705",5705.09,5705.01
5706,"description for 5706",5706.09,5706.01
5707,"description for 5707",5707.09,5707.01
5708,"description for 5708",5708.09,5708.01
5709,"description for 5709",5709.09,5709.01
5710,"description for 5710",5710.09,5710.01
5711,"description for 5711",5711.09,5711.01
5712,"description for 5712",5712.09,5712.01
5713,"description for 5713",5713.09,5713.01
5714,"description for 5714",5714.09,5714.01
5715,"description for 5715",5715.09,5715.01
5716,"description for 5716",5716.09,5716.01
5717,"description for 5717",5717.09,5717.01
5718,"description for 5718",5718.09,5718.01
5719,"description for 5719",5719.09,5719.01
5720,"description for 5720",5720.09,5720.01
5721,"description for 5721",5721.09,5721.01
5722,"description for 5722",5722.09,5722.01
5723,"description for 5723",5723.09,5723.01
5724,"description for 5724",5724.09,5724.01
5725,"description for 5725",5725.09,5725.01
5726,"description for 5726",5726.09,5726.01
5727,"description for 5727",5727.09,5727.01
5728,"description for 5728",5728.09,5728.01
5729,"description for 5729",5729.09,5729.01
5730,"description for 5730",5730.09,5730.01
5731,"description for 5731",5731.09,5731.01
5732,"description for 5732",5732.09,5732.01
5733,"description for 5733",5733.09,5733.01
5734,"description for 5734",5734.09,5734.01
5735,"description for 5735",5735.09,5735.01
5736,"description for 5736",5736.09,5736.01
5737,"description for 5737",5737.09,5737.01
5738,"description for 5738",5738.09,5738.01
5739,"description for 5739",5739.09,5739.01
5740,"description for 5740",5740.09,5740.01
5741,"description for 5741",5741.09,5741.01
5742,"description for 5742",5742.09,5742.01
5743,"description for 5743",5743.09,5743.01
5744,"description for 5744",5744.09,5744.01
5745,"description for 5745",5745.09,5745.01
5746,"description for 5746",5746.09,5746.01
5747,"description for 5747",5747.09,5747.01
5748,"description for 5748",5748.09,5748.01
5749,"description for 5749",5749.09,5749.01
5750,"description for 5750",5750.09,5750.01
5751,"description for 5751",5751.09,5751.01
5752,"description for 5752",5752.09,5752.01
5753,"description for 5753",5753.09,5753.01
5754,"description for 5754",5754.09,5754.01
5755,"description for 5755",5755.09,5755.01
5756,"description for 5756",5756.09,5756.01
5757,"description for 5757",5757.09,5757.01
5758,"description for 5758",5758.09,5758.01
5759,"description for 5759",5759.09,5759.01
5760,"description for 5760",5760.09,5760.01
5761,"description for 5761",5761.09,5761.01
5762,"description for 5762",5762.09,5762.01
5763,"description for 5763",5763.09,5763.01
5764,"description for 5764",5764.09,5764.01
5765,"description for 5765",5765.09,5765.01
5766,"description for 5766",5766.09,5766.01
5767,"description for 5767",5767.09,5767.01
5768,"description for 5768",5768.09,5768.01
5769,"description for 5769",5769.09,5769.01
5770,"description for 5770",5770.09,5770.01
5771,"description for 5771",5771.09,5771.01
5772,"description for 5772",5772.09,5772.01
5773,"description for 5773",5773.09,5773.01
5774,"description for 5774",5774.09,5774.01
5775,"description for 5775",5775.09,5775.01
5776,"description for 5776",5776.09,5776.01
5777,"description for 5777",5777.09,5777.01
5778,"description for 5778",5778.09,5778.01
5779,"description for 5779",5779.09,5779.01
5780,"description for 5780",5780.09,5780.01
5781,"description for 5781",5781.09,5781.01
5782,"description for 5782",5782.09,5782.01
5783,"description for 5783",5783.09,5783.01
5784,"description for 5784",5784.09,5784.01
5785,"description for 5785",5785.09,5785.01
5786,"description for 5786",5786.09,5786.01
5787,"description for 5787",5787.09,5787.01
5788,"description for 5788",5788.09,5788.01
5789,"description for 5789",5789.09,5789.01
5790,"description for 5790",5790.09,5790.01
5791,"description for 5791",5791.09,5791.01
5792,"description for 5792",5792.09,5792.01
5793,"description for 5793",5793.09,5793.01
5794,"description for 5794",5794.09,5794.01
5795,"description for 5795",5795.09,5795.01
5796,"description for 5796",5796.09,5796.01
5797,"description for 5797",5797.09,5797.01
5798,"description for 5798",5798.09,5798.01
5799,"description for 5799",5799.09,5799.01
5800,"description for 5800",5800.09,5800.01
5801,"description for 5801",5801.09,5801.01
5802,"description for 5802",5802.09,5802.01
5803,"description for 5803",5803.09,5803.01
5804,"description for 5804",5804.09,5804.01
5805,"description for 5805",5805.09,5805.01
5806,"description for 5806",5806.09,5806.01
5807,"description for 5807",5807.09,5807.01
5808,"description for 5808",5808.09,5808.01
5809,"description for 5809",5809.09,5809.01
5810,"description for 5810",5810.09,5810.01
5811,"description for 5811",5811.09,5811.01
5812,"description for 5812",5812.09,5812.01
5813,"description for 5813",5813.09,5813.01
5814,"description for 5814",5814.09,5814.01
5815,"description for 5815",5815.09,5815.01
5816,"description for 5816",5816.09,5816.01
5817,"description for 5817",5817.09,5817.01
5818,"description for 5818",5818.09,5818.01
5819,"description for 5819",5819.09,5819.01
5820,"description for 5820",5820.09,5820.01
5821,"description for 5821",5821.09,5821.01
5822,"description for 5822",5822.09,5822.01
5823,"description for 5823",5823.09,5823.01
5824,"description for 5824",5824.09,5824.01
5825,"description for 5825",5825.09,5825.01
5826,"description for 5826",5826.09,5826.01
5827,"description for 5827",5827.09,5827.01
5828,"description for 5828",5828.09,5828.01
5829,"description for 5829",5829.09,5829.01
5830,"description for 5830",5830.09,5830.01
5831,"description for 5831",5831.09,5831.01
5832,"description for 5832",5832.09,5832.01
5833,"description for 5833",5833.09,5833.01
5834,"description for 5834",5834.09,5834.01
5835,"description for 5835",5835.09,5835.01
5836,"description for 5836",5836.09,5836.01
5837,"description for 5837",5837.09,5837.01
5838,"description for 5838",5838.09,5838.01
5839,"description for 5839",5839.09,5839.01
5840,"description for 5840",5840.09,5840.01
5841,"description for 5841",5841.09,5841.01
5842,"description for 5842",5842.09,5842.01
5843,"description for 5843",5843.09,5843.01
5844,"description for 5844",5844.09,5844.01
5845,"description for 5845",5845.09,5845.01
5846,"description for 5846",5846.09,5846.01
5847,"description for 5847",5847.09,5847.01
5848,"description for 5848",5848.09,5848.01
5849,"description for 5849",5849.09,5849.01
5850,"description for 5850",5850.09,5850.01
5851,"description for 5851",5851.09,5851.01
5852,"description for 5852",5852.09,5852.01
5853,"description for 5853",5853.09,5853.01
5854,"description for 5854",5854.09,5854.01
5855,"description for 5855",5855.09,5855.01
5856,"description for 5856",5856.09,5856.01
5857,"description for 5857",5857.09,5857.01
5858,"description for 5858",5858.09,5858.01
5859,"description for 5859",5859.09,5859.01
5860,"description for 5860",5860.09,5860.01
5861,"description for 5861",5861.09,5861.01
5862,"description for 5862",5862.09,5862.01
5863,"description for 5863",5863.09,5863.01
5864,"description for 5864",5864.09,5864.01
5865,"description for 5865",5865.09,5865.01
5866,"description for 5866",5866.09,5866.01
5867,"description for 5867",5867.09,5867.01
5868,"description for 5868",5868.09,5868.01
5869,"description for 5869",5869.09,5869.01
5870,"description for 5870",5870.09,5870.01
5871,"description for 5871",5871.09,5871.01
5872,"description for 5872",5872.09,5872.01
5873,"description for 5873",5873.09,5873.01
5874,"description for 5874",5874.09,5874.01
5875,"description for 5875",5875.09,5875.01
5876,"description for 5876",5876.09,5876.01
5877,"description for 5877",5877.09,5877.01
5878,"description for 5878",5878.09,5878.01
5879,"description for 5879",5879.09,5879.01
5880,"description for 5880",5880.09,5880.01
5881,"description for 5881",5881.09,5881.01
5882,"description for 5882",5882.09,5882.01
5883,"description for 5883",5883.09,5883.01
5884,"description for 5884",5884.09,5884.01
5885,"description for 5885",5885.09,5885.01
5886,"description for 5886",5886.09,5886.01
5887,"description for 5887",5887.09,5887.01
5888,"description for 5888",5888.09,5888.01
5889,"description for 5889",5889.09,5889.01
5890,"description for 5890",5890.09,5890.01
5891,"description for 5891",5891.09,5891.01
5892,"description for 5892",5892.09,5892.01
5893,"description for 5893",5893.09,5893.01
5894,"description for 5894",5894.09,5894.01
5895,"description for 5895",5895.09,5895.01
5896,"description for 5896",5896.09,5896.01
5897,"description for 5897",5897.09,5897.01
5898,"description for 5898",5898.09,5898.01
5899,"description for 5899",5899.09,5899.01
5900,"description for 5900",5900.09,5900.01
5901,"description for 5901",5901.09,5901.01
5902,"description for 5902",5902.09,5902.01
5903,"description for 5903",5903.09,5903.01
5904,"description for 5904",5904.09,5904.01
5905,"description for 5905",5905.09,5905.01
5906,"description for 5906",5906.09,5906.01
5907,"description for 5907",5907.09,5907.01
5908,"description for 5908",5908.09,5908.01
5909,"description for 5909",5909.09,5909.01
5910,"description for 5910",5910.09,5910.01
5911,"description for 5911",5911.09,5911.01
5912,"description for 5912",5912.09,5912.01
5913,"description for 5913",5913.09,5913.01
5914,"description for 5914",5914.09,5914.01
5915,"description for 5915",5915.09,5915.01
5916,"description for 5916",5916.09,5916.01
5917,"description for 5917",5917.09,5917.01
5918,"description for 5918",5918.09,5918.01
5919,"description for 5919",5919.09,5919.01
5920,"description for 5920",5920.09,5920.01
5921,"description for 5921",5921.09,5921.01
5922,"description for 5922",5922.09,5922.01
5923,"description for 5923",5923.09,5923.01
5924,"description for 5924",5924.09,5924.01
5925,"description for 5925",5925.09,5925.01
5926,"description for 5926",5926.09,5926.01
5927,"description for 5927",5927.09,5927.01
5928,"description for 5928",5928.09,5928.01
5929,"description for 5929",5929.09,5929.01
5930,"description for 5930",5930.09,5930.01
5931,"description for 5931",5931.09,5931.01
5932,"description for 5932",5932.09,5932.01
5933,"description for 5933",5933.09,5933.01
5934,"description for 5934",5934.09,5934.01
5935,"description for 5935",5935.09,5935.01
5936,"description for 5936",5936.09,5936.01
5937,"description for 5937",5937.09,5937.01
5938,"description for 5938",5938.09,5938.01
5939,"description for 5939",5939.09,5939.01
5940,"description for 5940",5940.09,5940.01
5941,"description for 5941",5941.09,5941.01
5942,"description for 5942",5942.09,5942.01
5943,"description for 5943",5943.09,5943.01
5944,"description for 5944",5944.09,5944.01
5945,"description for 5945",5945.09,5945.01
5946,"description for 5946",5946.09,5946.01
5947,"description for 5947",5947.09,5947.01
5948,"description for 5948",5948.09,5948.01
5949,"description for 5949",5949.09,5949.01
5950,"description for 5950",5950.09,5950.01
5951,"description for 5951",5951.09,5951.01
5952,"description for 5952",5952.09,5952.01
5953,"description for 5953",5953.09,5953.01
5954,"description for 5954",5954.09,5954.01
5955,"description for 5955",5955.09,5955.01
5956,"description for 5956",5956.09,5956.01
5957,"description for 5957",5957.09,5957.01
5958,"description for 5958",5958.09,5958.01
5959,"description for 5959",5959.09,5959.01
5960,"description for 5960",5960.09,5960.01
5961,"description for 5961",5961.09,5961.01
5962,"description for 5962",5962.09,5962.01
5963,"description for 5963",5963.09,5963.01
5964,"description for 5964",5964.09,5964.01
5965,"description for 5965",5965.09,5965.01
5966,"description for 5966",5966.09,5966.01
5967,"description for 5967",5967.09,5967.01
5968,"description for 5968",5968.09,5968.01
5969,"description for 5969",5969.09,5969.01
5970,"description for 5970",5970.09,5970.01
5971,"description for 5971",5971.09,5971.01
5972,"description for 5972",5972.09,5972.01
5973,"description for 5973",5973.09,5973.01
5974,"description for 5974",5974.09,5974.01
5975,"description for 5975",5975.09,5975.01
5976,"description for 5976",5976.09,5976.01
5977,"description for 5977",5977.09,5977.01
5978,"description for 5978",5978.09,5978.01
5979,"description for 5979",5979.09,5979.01
5980,"description for 5980",5980.09,5980.01
5981,"description for 5981",5981.09,5981.01
5982,"description for 5982",5982.09,5982.01
5983,"description for 5983",5983.09,5983.01
5984,"description for 5984",5984.09,5984.01
5985,"description for 5985",5985.09,5985.01
5986,"description for 5986",5986.09,5986.01
5987,"description for 5987",5987.09,5987.01
5988,"description for 5988",5988.09,5988.01
5989,"description for 5989",5989.09,5989.01
5990,"description for 5990",5990.09,5990.01
5991,"description for 5991",5991.09,5991.01
5992,"description for 5992",5992.09,5992.01
5993,"description for 5993",5993.09,5993.01
5994,"description for 5994",5994.09,5994.01
5995,"description for 5995",5995.09,5995.01
5996,"description for 5996",5996.09,5996.01
5997,"description for 5997",5997.09,5997.01
5998,"description for 5998",5998.09,5998.01
5999,"description for 5999",5999.09,5999.01
6000,"description for 6000",6000.09,6000.01
6001,"description for 6001",6001.09,6001.01
6002,"description for 6002",6002.09,6002.01
6003,"description for 6003",6003.09,6003.01
6004,"description for 6004",6004.09,6004.01
6005,"description for 6005",6005.09,6005.01
6006,"description for 6006",6006.09,6006.01
6007,"description for 6007",6007.09,6007.01
6008,"description for 6008",6008.09,6008.01
6009,"description for 6009",6009.09,6009.01
6010,"description for 6010",6010.09,6010.01
6011,"description for 6011",6011.09,6011.01
6012,"description for 6012",6012.09,6012.01
6013,"description for 6013",6013.09,6013.01
6014,"description for 6014",6014.09,6014.01
6015,"description for 6015",6015.09,6015.01
6016,"description for 6016",6016.09,6016.01
6017,"description for 6017",6017.09,6017.01
6018,"description for 6018",6018.09,6018.01
6019,"description for 6019",6019.09,6019.01
6020,"description for 6020",6020.09,6020.01
6021,"description for 6021",6021.09,6021.01
6022,"description for 6022",6022.09,6022.01
6023,"description for 6023",6023.09,6023.01
6024,"description for 6024",6024.09,6024.01
6025,"description for 6025",6025.09,6025.01
6026,"description for 6026",6026.09,6026.01
6027,"description for 6027",6027.09,6027.01
6028,"description for 6028",6028.09,6028.01
6029,"description for 6029",6029.09,6029.01
6030,"description for 6030",6030.09,6030.01
6031,"description for 6031",6031.09,6031.01
6032,"description for 6032",6032.09,6032.01
6033,"description for 6033",6033.09,6033.01
6034,"description for 6034",6034.09,6034.01
6035,"description for 6035",6035.09,6035.01
6036,"description for 6036",6036.09,6036.01
6037,"description for 6037",6037.09,6037.01
6038,"description for 6038",6038.09,6038.01
6039,"description for 6039",6039.09,6039.01
6040,"description for 6040",6040.09,6040.01
6041,"description for 6041",6041.09,6041.01
6042,"description for 6042",6042.09,6042.01
6043,"description for 6043",6043.09,6043.01
6044,"description for 6044",6044.09,6044.01
6045,"description for 6045",6045.09,6045.01
6046,"description for 6046",6046.09,6046.01
6047,"description for 6047",6047.09,6047.01
6048,"description for 6048",6048.09,6048.01
6049,"description for 6049",6049.09,6049.01
6050,"description for 6050",6050.09,6050.01
6051,"description for 6051",6051.09,6051.01
6052,"description for 6052",6052.09,6052.01
6053,"description for 6053",6053.09,6053.01
6054,"description for 6054",6054.09,6054.01
6055,"description for 6055",6055.09,6055.01
6056,"description for 6056",6056.09,6056.01
6057,"description for 6057",6057.09,6057.01
6058,"description for 6058",6058.09,6058.01
6059,"description for 6059",6059.09,6059.01
6060,"description for 6060",6060.09,6060.01
6061,"description for 6061",6061.09,6061.01
6062,"description for 6062",6062.09,6062.01
6063,"description for 6063",6063.09,6063.01
6064,"description for 6064",6064.09,6064.01
6065,"description for 6065",6065.09,6065.01
6066,"description for 6066",6066.09,6066.01
6067,"description for 6067",6067.09,6067.01
6068,"description for 6068",6068.09,6068.01
6069,"description for 6069",6069.09,6069.01
6070,"description for 6070",6070.09,6070.01
6071,"description for 6071",6071.09,6071.01
6072,"description for 6072",6072.09,6072.01
6073,"description for 6073",6073.09,6073.01
6074,"description for 6074",6074.09,6074.01
6075,"description for 6075",6075.09,6075.01
6076,"description for 6076",6076.09,6076.01
6077,"description for 6077",6077.09,6077.01
6078,"description for 6078",6078.09,6078.01
6079,"description for 6079",6079.09,6079.01
6080,"description for 6080",6080.09,6080.01
6081,"description for 6081",6081.09,6081.01
6082,"description for 6082",6082.09,6082.01
6083,"description for 6083",6083.09,6083.01
6084,"description for 6084",6084.09,6084.01
6085,"description for 6085",6085.09,6085.01
6086,"description for 6086",6086.09,6086.01
6087,"description for 6087",6087.09,6087.01
6088,"description for 6088",6088.09,6088.01
6089,"description for 6089",6089.09,6089.01
6090,"description for 6090",6090.09,6090.01
6091,"description for 6091",6091.09,6091.01
6092,"description for 6092",6092.09,6092.01
6093,"description for 6093",6093.09,6093.01
6094,"description for 6094",6094.09,6094.01
6095,"description for 6095",6095.09,6095.01
6096,"description for 6096",6096.09,6096.01
6097,"description for 6097",6097.09,6097.01
6098,"description for 6098",6098.09,6098.01
6099,"description for 6099",6099.09,6099.01
6100,"description for 6100",6100.09,6100.01
6101,"description for 6101",6101.09,6101.01
6102,"description for 6102",6102.09,6102.01
6103,"description for 6103",6103.09,6103.01
6104,"description for 6104",6104.09,6104.01
6105,"description for 6105",6105.09,6105.01
6106,"description for 6106",6106.09,6106.01
6107,"description for 6107",6107.09,6107.01
6108,"description for 6108",6108.09,6108.01
6109,"description for 6109",6109.09,6109.01
6110,"description for 6110",6110.09,6110.01
6111,"description for 6111",6111.09,6111.01
6112,"description for 6112",6112.09,6112.01
6113,"description for 6113",6113.09,6113.01
6114,"description for 6114",6114.09,6114.01
6115,"description for 6115",6115.09,6115.01
6116,"description for 6116",6116.09,6116.01
6117,"description for 6117",6117.09,6117.01
6118,"description for 6118",6118.09,6118.01
6119,"description for 6119",6119.09,6119.01
6120,"description for 6120",6120.09,6120.01
6121,"description for 6121",6121.09,6121.01
6122,"description for 6122",6122.09,6122.01
6123,"description for 6123",6123.09,6123.01
6124,"description for 6124",6124.09,6124.01
6125,"description for 6125",6125.09,6125.01
6126,"description for 6126",6126.09,6126.01
6127,"description for 6127",6127.09,6127.01
6128,"description for 6128",6128.09,6128.01
6129,"description for 6129",6129.09,6129.01
6130,"description for 6130",6130.09,6130.01
6131,"description for 6131",6131.09,6131.01
6132,"description for 6132",6132.09,6132.01
6133,"description for 6133",6133.09,6133.01
6134,"description for 6134",6134.09,6134.01
6135,"description for 6135",6135.09,6135.01
6136,"description for 6136",6136.09,6136.01
6137,"description for 6137",6137.09,6137.01
6138,"description for 6138",6138.09,6138.01
6139,"description for 6139",6139.09,6139.01
6140,"description for 6140",6140.09,6140.01
6141,"description for 6141",6141.09,6141.01
6142,"description for 6142",6142.09,6142.01
6143,"description for 6143",6143.09,6143.01
6144,"description for 6144",6144.09,6144.01
6145,"description for 6145",6145.09,6145.01
6146,"description for 6146",6146.09,6146.01
6147,"description for 6147",6147.09,6147.01
6148,"description for 6148",6148.09,6148.01
6149,"description for 6149",6149.09,6149.01
6150,"description for 6150",6150.09,6150.01
6151,"description for 6151",6151.09,6151.01
6152,"description for 6152",6152.09,6152.01
6153,"description for 6153",6153.09,6153.01
6154,"description for 6154",6154.09,6154.01
6155,"description for 6155",6155.09,6155.01
6156,"description for 6156",6156.09,6156.01
6157,"description for 6157",6157.09,6157.01
6158,"description for 6158",6158.09,6158.01
6159,"description for 6159",6159.09,6159.01
6160,"description for 6160",6160.09,6160.01
6161,"description for 6161",6161.09,6161.01
6162,"description for 6162",6162.09,6162.01
6163,"description for 6163",6163.09,6163.01
6164,"description for 6164",6164.09,6164.01
6165,"description for 6165",6165.09,6165.01
6166,"description for 6166",6166.09,6166.01
6167,"description for 6167",6167.09,6167.01
6168,"description for 6168",6168.09,6168.01
6169,"description for 6169",6169.09,6169.01
6170,"description for 6170",6170.09,6170.01
6171,"description for 6171",6171.09,6171.01
6172,"description for 6172",6172.09,6172.01
6173,"description for 6173",6173.09,6173.01
6174,"description for 6174",6174.09,6174.01
6175,"description for 6175",6175.09,6175.01
6176,"description for 6176",6176.09,6176.01
6177,"description for 6177",6177.09,6177.01
6178,"description for 6178",6178.09,6178.01
6179,"description for 6179",6179.09,6179.01
6180,"description for 6180",6180.09,6180.01
6181,"description for 6181",6181.09,6181.01
6182,"description for 6182",6182.09,6182.01
6183,"description for 6183",6183.09,6183.01
6184,"description for 6184",6184.09,6184.01
6185,"description for 6185",6185.09,6185.01
6186,"description for 6186",6186.09,6186.01
6187,"description for 6187",6187.09,6187.01
6188,"description for 6188",6188.09,6188.01
6189,"description for 6189",6189.09,6189.01
6190,"description for 6190",6190.09,6190.01
6191,"description for 6191",6191.09,6191.01
6192,"description for 6192",6192.09,6192.01
6193,"description for 6193",6193.09,6193.01
6194,"description for 6194",6194.09,6194.01
6195,"description for 6195",6195.09,6195.01
6196,"description for 6196",6196.09,6196.01
6197,"description for 6197",6197.09,6197.01
6198,"description for 6198",6198.09,6198.01
6199,"description for 6199",6199.09,6199.01
6200,"description for 6200",6200.09,6200.01
6201,"description for 6201",6201.09,6201.01
6202,"description for 6202",6202.09,6202.01
6203,"description for 6203",6203.09,6203.01
6204,"description for 6204",6204.09,6204.01
6205,"description for 6205",6205.09,6205.01
6206,"description for 6206",6206.09,6206.01
6207,"description for 6207",6207.09,6207.01
6208,"description for 6208",6208.09,6208.01
6209,"description for 6209",6209.09,6209.01
6210,"description for 6210",6210.09,6210.01
6211,"description for 6211",6211.09,6211.01
6212,"description for 6212",6212.09,6212.01
6213,"description for 6213",6213.09,6213.01
6214,"description for 6214",6214.09,6214.01
6215,"description for 6215",6215.09,6215.01
6216,"description for 6216",6216.09,6216.01
6217,"description for 6217",6217.09,6217.01
6218,"description for 6218",6218.09,6218.01
6219,"description for 6219",6219.09,6219.01
6220,"description for 6220",6220.09,6220.01
6221,"description for 6221",6221.09,6221.01
6222,"description for 6222",6222.09,6222.01
6223,"description for 6223",6223.09,6223.01
6224,"description for 6224",6224.09,6224.01
6225,"description for 6225",6225.09,6225.01
6226,"description for 6226",6226.09,6226.01
6227,"description for 6227",6227.09,6227.01
6228,"description for 6228",6228.09,6228.01
6229,"description for 6229",6229.09,6229.01
6230,"description for 6230",6230.09,6230.01
6231,"description for 6231",6231.09,6231.01
6232,"description for 6232",6232.09,6232.01
6233,"description for 6233",6233.09,6233.01
6234,"description for 6234",6234.09,6234.01
6235,"description for 6235",6235.09,6235.01
6236,"description for 6236",6236.09,6236.01
6237,"description for 6237",6237.09,6237.01
6238,"description for 6238",6238.09,6238.01
6239,"description for 6239",6239.09,6239.01
6240,"description for 6240",6240.09,6240.01
6241,"description for 6241",6241.09,6241.01
6242,"description for 6242",6242.09,6242.01
6243,"description for 6243",6243.09,6243.01
6244,"description for 6244",6244.09,6244.01
6245,"description for 6245",6245.09,6245.01
6246,"description for 6246",6246.09,6246.01
6247,"description for 6247",6247.09,6247.01
6248,"description for 6248",6248.09,6248.01
6249,"description for 6249",6249.09,6249.01
6250,"description for 6250",6250.09,6250.01
6251,"description for 6251",6251.09,6251.01
6252,"description for 6252",6252.09,6252.01
6253,"description for 6253",6253.09,6253.01
6254,"description for 6254",6254.09,6254.01
6255,"description for 6255",6255.09,6255.01
6256,"description for 6256",6256.09,6256.01
6257,"description for 6257",6257.09,6257.01
6258,"description for 6258",6258.09,6258.01
6259,"description for 6259",6259.09,6259.01
6260,"description for 6260",6260.09,6260.01
6261,"description for 6261",6261.09,6261.01
6262,"description for 6262",6262.09,6262.01
6263,"description for 6263",6263.09,6263.01
6264,"description for 6264",6264.09,6264.01
6265,"description for 6265",6265.09,6265.01
6266,"description for 6266",6266.09,6266.01
6267,"description for 6267",6267.09,6267.01
6268,"description for 6268",6268.09,6268.01
6269,"description for 6269",6269.09,6269.01
6270,"description for 6270",6270.09,6270.01
6271,"description for 6271",6271.09,6271.01
6272,"description for 6272",6272.09,6272.01
6273,"description for 6273",6273.09,6273.01
6274,"description for 6274",6274.09,6274.01
6275,"description for 6275",6275.09,6275.01
6276,"description for 6276",6276.09,6276.01
6277,"description for 6277",6277.09,6277.01
6278,"description for 6278",6278.09,6278.01
6279,"description for 6279",6279.09,6279.01
6280,"description for 6280",6280.09,6280.01
6281,"description for 6281",6281.09,6281.01
6282,"description for 6282",6282.09,6282.01
6283,"description for 6283",6283.09,6283.01
6284,"description for 6284",6284.09,6284.01
6285,"description for 6285",6285.09,6285.01
6286,"description for 6286",6286.09,6286.01
6287,"description for 6287",6287.09,6287.01
6288,"description for 6288",6288.09,6288.01
6289,"description for 6289",6289.09,6289.01
6290,"description for 6290",6290.09,6290.01
6291,"description for 6291",6291.09,6291.01
6292,"description for 6292",6292.09,6292.01
6293,"description for 6293",6293.09,6293.01
6294,"description for 6294",6294.09,6294.01
6295,"description for 6295",6295.09,6295.01
6296,"description for 6296",6296.09,6296.01
6297,"description for 6297",6297.09,6297.01
6298,"description for 6298",6298.09,6298.01
6299,"description for 6299",6299.09,6299.01
6300,"description for 6300",6300.09,6300.01
6301,"description for 6301",6301.09,6301.01
6302,"description for 6302",6302.09,6302.01
6303,"description for 6303",6303.09,6303.01
6304,"description for 6304",6304.09,6304.01
6305,"description for 6305",6305.09,6305.01
6306,"description for 6306",6306.09,6306.01
6307,"description for 6307",6307.09,6307.01
6308,"description for 6308",6308.09,6308.01
6309,"description for 6309",6309.09,6309.01
6310,"description for 6310",6310.09,6310.01
6311,"description for 6311",6311.09,6311.01
6312,"description for 6312",6312.09,6312.01
6313,"description for 6313",6313.09,6313.01
6314,"description for 6314",6314.09,6314.01
6315,"description for 6315",6315.09,6315.01
6316,"description for 6316",6316.09,6316.01
6317,"description for 6317",6317.09,6317.01
6318,"description for 6318",6318.09,6318.01
6319,"description for 6319",6319.09,6319.01
6320,"description for 6320",6320.09,6320.01
6321,"description for 6321",6321.09,6321.01
6322,"description for 6322",6322.09,6322.01
6323,"description for 6323",6323.09,6323.01
6324,"description for 6324",6324.09,6324.01
6325,"description for 6325",6325.09,6325.01
6326,"description for 6326",6326.09,6326.01
6327,"description for 6327",6327.09,6327.01
